Value
"						STEAM TRAP"
"** SPECIAL FITTING **  CAP .688"" WALL LOTEMP STL A420 WPL6 ASME B16.9"
"** SPECIAL FITTING ** CAP .625"" WALL LOTEMP STL A420 WPL6 ASME B16.9"
"** SPECIAL FITTING ** ELL 45 DEG 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** ELL 60 .625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** ELL 90 DEG LR .688"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG LR .750"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG LR .875"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG SR .625"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG SR .688"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 LR 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER CONC .750"" WALL X .562"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .500"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X 0.500"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X SCH 80S A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .875"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC 0.625"" WALL X 0.500"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** TEE .625"" WALL LOTEMP STL A420 WPL6-W ASME B16,9"
"PIPE, SS A358-316/316L CL.1, EFW, DBL BTT, STRT SM, BE, SCH 10S, B36.19M"
"Pipe, S-STD, BE, ASTM-A53-B Type S"
PIPE: 1 NPS - XH W.T. [PE] SMLS   SA-106-B
PIPE: 1 NPS - XH W.T. [PE] SMLS   SA-333-GR.6 
PIPE: 1/2 NPS - XH W.T. [NPT] SMLS   SA-333-GR.6
PIPE: 1/2 NPS - XH W.T. [PE] SMLS   SA-333-GR.6
PIPE: 10 NPS - STD W.T. SMLS   SA-333-GR.6
PIPE: 1-1/2 NPS - XH W.T. [PE] SMLS   SA-106-B
PIPE: 1-1/2 NPS - XH W.T. [PE] SMLS   SA-333-GR.6 
PIPE: 2 NPS - STD W.T. SMLS   SA-106-B
PIPE: 2 NPS - STD W.T. SMLS   SA-333-GR.6
PIPE: 3 NPS - STD W.T. SMLS   SA-106-B
PIPE: 3 NPS - STD W.T. SMLS   SA-333-GR.6
PIPE: 4 NPS - STD W.T. SMLS   SA-106-B
PIPE: 4 NPS - STD W.T. SMLS   SA-333-GR.6
PIPE: 5 NPS -  W.T. SMLS
PIPE: 6 NPS - STD W.T. SMLS   SA-106-B
PIPE: 6 NPS - STD W.T. SMLS   SA-333-GR.6
PIPE: 8 NPS - STD W.T. SMLS   SA-106-B
PIPE: 8 NPS - STD W.T. SMLS   SA-333-GR.6
Pipeline Natural Gas Compression Package
"Pipes, EFW + 100% RT, ASME B36.10, ASTM A358 Gr.304H Cl. 1, BE, -, -,"
"Pipes, EFW + 100% RT, ASME B36.10, ASTM A672 Gr.C60 Cl.12, BE, -, -,"
"Pipes, EFW + 100% RT, ASME B36.10, ASTM A691 Gr.1 1/4 Cr Cl.22 + S3, BE, -, -,"
"Pipes, EFW, ASME B36.19/B36.10, ASTM A312 Gr.TP304/304L, BE, -, -,"
"Pipes, EFW, ASME B36.19/B36.10, ASTM A358 Gr.304/304L Cl.1, BE, -, -,"
"Pipes, ERW, ASME B36.10, ASTM A53 Gr.B, BE, -, -,"
"Pipes, Seamless, ASME B36.10, ASME SA106 Gr.B, BE, -, -,"
"Pipes, Seamless, ASME B36.10, ASME SA106 Gr.B, PE, -, -,"
"Pipes, Seamless, ASME B36.10, ASME SA333 Gr.6, BE, -, -,"
"Pipes, Seamless, ASME B36.10, ASME SA335 Gr.P22, BE, -, -,"
"Pipes, Seamless, ASME B36.10, ASME SA335 Gr.P22, PE, -, -,"
"Pipes, Seamless, ASME B36.10, ASTM A106 Gr.B Galv. as per ASTM A123, NPTM Ends, w/ coupling, -,"
"Pipes, Seamless, ASME B36.10, ASTM A106 Gr.B, BE, -, -,"
"Pipes, Seamless, ASME B36.10, ASTM A106 Gr.B, PE, -, -,"
"Pipes, Seamless, ASME B36.10, ASTM A333 Gr.6, BE, -, -,"
"Pipes, Seamless, ASME B36.10, ASTM A335 Gr.P11, BE, -, -,"
"Pipes, Seamless, ASME B36.10, ASTM A335 Gr.P11, PE, -, -,"
"Pipes, Seamless, ASME B36.10, ASTM A335 Gr.P22, BE, -, -,"
"Pipes, Seamless, ASME B36.10, ASTM A335 Gr.P22, PE, -, -,"
"Pipes, Seamless, ASME B36.19/B36.10, ASME SA312 Gr.TP347H, BE, -, -,"
"Pipes, Seamless, ASME B36.19/B36.10, ASME SA312 Gr.TP347H, PE, -, -,"
"Pipes, Seamless, ASME B36.19/B36.10, ASTM A312 Gr.TP304/304L, BE, -, -,"
"Pipes, Seamless, ASME B36.19/B36.10, ASTM A312 Gr.TP304/304L, PE, -, -,"
"Pipes, Seamless, ASME B36.19/B36.10, ASTM A312 Gr.TP304H, BE, -, -,"
"Pipes, Seamless, ASME B36.19/B36.10, ASTM A312 Gr.TP304H, PE, -, -,"
PISTON ACTUATOR
PISTON CHECK VALVE
Piston globe or rotary valve
PISTON OPERATED BALL VALVE
PIT
PIT-1230
PIT-1231
PIT-8500
PLAN 52 FILL CONNECTION
PLAN 52 GATE VALVE
PLAN 52 VENT
Plate
Plate Steel
"Plate Steel 6mm Thk, 89mm x 89mm, ASTM A36"
PLATFORM
"Platform, Walkway, Stairwell and Ladder Stanchion Mount Light"
PLUG 150# SW LOTEMP A350 LF2 CL1 316 TR WR OP
Plug B16.11 A105 Male NPT - Round Head zinc-coated A153 -
Plug B16.11 A105N Male NPT - Round Head -
Plug B16.11 A105N Male NPT - Round Head NACE MR0103 -
Plug B16.11 A182 Gr F22 CL 3 Male NPT - Round Head -
Plug B16.11 A182 Gr F304/304L Dual Male NPT - Round Head -
Plug B16.11 A182 Gr F304/304L Dual Male NPT - Round Head NACE MR0103 -
Plug B16.11 A182 Gr F316/316L Dual Male NPT - Round Head NACE MR0103 -
Plug B16.11 A182 Gr F321/321H Male NPT - Round Head NACE MR0103 -
Plug B16.11 A350 Gr LF2 Cl 1 Male NPT - Round Head -
Plug B16.11 A350 Gr LF2 Cl 1 Male NPT - Round Head NACE MR0103 -
Plug B16.11 B564 (UNS N06625) Male NPT - Round Head -
Plug B16.11 SA105 Male NPT - Round Head -
Plug B16.11 SA105N Male NPT - Round Head -
PLUG ROUND HEAD SCRD A182 304/304L SS
PLUG ROUND HEAD SCRD A182 F11 CL2
PLUG ROUND HEAD SCRD A182 F316/316L
PLUG ROUND HEAD SCRD A182-F304H
PLUG ROUND HEAD SCRD LOTEMP STL A350 LF2 CL1
PLUG ROUND HEAD SCRD LOTEMP STL A350 LF2 CL1 H2S
PLUG ROUND HEAD SCRD MONEL B366 UNS N04400 WPNC-S
PLUG ROUND HEAD SW A182 304/304L SS
PLUG ROUND HEAD SW A182 F11 CL2
PLUG ROUND HEAD SW A182 F316/316L
PLUG ROUND HEAD SW LOTEMP STL A350 LF2 CL1
"PLUG, B16.11, A350 GR.LF2 CL.1"
"Plug, Hex Head, SA-105, THDM"
"Plug, Hex Head, SA-182 F304, THDM"
"Plug, Hex Head, SA-182 F316, THDM"
"Plug, Solid Round Head Type, ASME B16.11, ASME SA105N, NPTM End, -,"
"Plug, Solid Round Head Type, ASME B16.11, ASME SA182 Gr. F347H, NPTM End, -,"
"Plug, Solid Round Head Type, ASME B16.11, ASME SA182 Gr.F22 Cl.3, NPTM End, -,"
"Plug, Solid Round Head Type, ASME B16.11, ASTM A105 Normalized Galvanized as per ASTM A123, NPTM End, -,"
"Plug, Solid Round Head Type, ASME B16.11, ASTM A105N, NPTM End, -,"
"Plug, Solid Round Head Type, ASME B16.11, ASTM A182 Gr.F11 Cl.2, NPTM End, -,"
"Plug, Solid Round Head Type, ASME B16.11, ASTM A182 Gr.F22 Cl.3, NPTM End, -,"
"Plug, Solid Round Head Type, ASME B16.11, ASTM A182 Gr.F304/304L, NPTM End, -,"
"Plug, Solid Round Head Type, ASME B16.11, ASTM A182 Gr.F304H, NPTM End, -,"
"Plug, Solid Round Head Type, Mnf Std, ASME SA105N, PE, -,"
"PLUG: 1 NPS - NPT HEX HD   SA-350-LF2, CL1"
"PLUG: 1"" NPS HEX HD SA-105N"
PLUG: 1/2 NPS - NPT HEX HD   SA-105N
"PLUG: 1/2 NPS - NPT HEX HD   SA-350-LF2, CL1"
"PLUG: 1/2"" NPS HEX HD SA-105N"
PLUG: 3/4 NPS - NPT HEX HD   SA-105N
"PLUG: 3/4 NPS - NPT HEX HD   SA-350-LF2, CL1"
PNEUMATIC SKID
"Point Weld,Field,AllAround"
Pole Mount Floodlight
Polymer dosing system 1
POND UNDERDRAIN SUBMERSIBLE SUMP PUMP
POST
POST INDICATING VALVE MANWAY
POST INDICATOR VALVE
POWER DISTRIBUTION PANEL
POWER MONITORING SYSTEM CABINET
POWER PACKAGE VOLUME
POWER PANEL
"POWER RECEPTACLE TRANSFORMER , 30kVA"
Power Termination KIit
Power Termination Kit
PP INTERFACE JBOX
P-P SPLITTER AREA ISOLATION/ESD LOCAL
PRC BRIDGE CRANE
PRC COMPRESSOR
PRC RECEIVER
PRE-FILTER
PRE-HEAT VESSEL
PRE-HEAT WATER PUMP
Pressure  Safety Valve
PRESSURE BREAKDOWN ORIFICE
PRESSURE BUILD-UP COIL
PRESSURE CONTROL VALVE
"PRESSURE CONTROL VALVE, SEE DATA SHEET"
"Pressure Control Valve, See Datasheet"
Pressure Diff. Transmitter
PRESSURE DIFFERENTIAL ELEMENT
PRESSURE DIFFERENTIAL ELEMENT SMART
Pressure Differential Gauge
Pressure Differential Guage
"Pressure Differential Indicator Transmitter, See Data Sheet"
"Pressure Differential Indicator, Device"
"Pressure Differential Indicator, See Data Sheet"
Pressure Differential Transmitter
Pressure Differential Transmitter Smart
PRESSURE DIFFRENTIAL ELEMENT
PRESSURE FILTER
Pressure Gauge
"PRESSURE GAUGE - #150 FF (DESP1 , 2)"
PRESSURE GAUGE - #150 RF
"PRESSURE GAUGE - #150 RF (DESP1 , 2)"
PRESSURE GAUGE - #300 RF
"PRESSURE GAUGE - #300 RF (DESP1 , 2)"
PRESSURE GAUGE - #600 RF
"PRESSURE GAUGE - #600 RF (DESP1 , 2)"
PRESSURE GAUGE - MALE NPT
"PRESSURE GAUGE - MALE NPT (DESP1 , 2)"
PRESSURE GUAGE
PRESSURE IND TRANSMITTER
PRESSURE IND TRANSMITTER DP
"PRESSURE INDICATING TRANSMITTER, SEE DATA SHEET"
"PRESSURE INDICATING TRANSMITTER, See Date Sheet"
"Pressure Indicator Transmitter, See Data Sheet"
"Pressure Indicator, See Data Sheet"
Pressure Point
PRESSURE POWERED PUMP
PRESSURE REDUCING ORIFICE PLATE
PRESSURE REGULATOR
"Pressure Relief Valve, See Data Sheet"
"Pressure Relief Valve, See Datasheet"
Pressure Safety Element Rupture Dicsc
Pressure Safety Valve
"PRESSURE SAFETY VALVE, SEE DATA SHEET"
"Pressure Safety Valve, See Datasheet"
Pressure Saftey Valve
PRESSURE TEMPERATURE
Pressure Transmeter
PRESSURE TRANSMITER
PRESSURE TRANSMITER PIT
Pressure Transmitter
Pressure Transmitter FF
PRESSURE TRANSMITTER SMART
"Pressure Transmitter, See Data Sheet"
"Pressure Transmitter, See Datasheet"
Pressure Valve
"Pressure. Transmitter, See Data Sheet"
PRESURE TRANSMITER
PREWASH METHANOL FINAL HEATER
Primary Transferline Exchanger
PROCESS AREA LIGHTING PANEL (NORMAL)
PROCESS AREA LIGHTING TRANSFORMER (NORMAL)
PROCESS CONDENSATE FLASH DRUM
PROCESS CONDENSATE KO-DRUM
PROCESS CONDENSATE SEPARATOR I
PROCESS CONDENSATE SEPARATOR II
Process Equipment
PROCESS LIGHTING CONTACTOR PANEL (NORMAL)
PROCESS LIGHTING PANEL (EMERGENCY)
PROCESS LIGHTING PANEL EMERGENCY
PROCESS LIGHTING PANEL NORMAL
PROCESS LIGHTING TRANSFORMER EMERGENCY
PROCESS LIGHTING TRANSFORMER NORMAL
PROCESS STEAM SILENCER
PROCESS WATER HEATER 1
PROCESS WATER HEATER 2
PROCESS WATER HEATER 4
PROCESS WATER HEATERS CONDENSATE POT
PRODUCED EMULSION INLET
PRODUCED EMULSION OUTLET
Produced Gas Aerial Cooler
Produced Gas Air Coolers
Produced Gas Air Coolers - Stair Tower
PRODUCED GAS CHILLER
PRODUCED GAS INLET
PRODUCED GAS OUTLET
PRODUCED GAS SEPARATOR
PRODUCED GAS SEPARATOR MODULE
PRODUCED GAS SPEARATOR
PRODUCED GAS/GAS EXCHANGER
Produced Gas/HP Diluent Exchanger Module
PRODUCED GAS/HP SOLVENT EXCHANGER
PRODUCED WATER
Produced Water Evaporator Building Drain Tank
Produced Water Evaporator Building Sump Pump
Produced Water Exchanger PSV Platform
Produced Water Exchangers EQM Connection Module
Produced Water Exchangers Module
PRODUCED WATER/BFW EXCHANGER
Produced Water/BFW Exchanger Module
Produced Water/Glycol Exchanger Module
PROPANE FEED BUFFER VESSEL
PROPANE FEED COALESCER
PROPANE FEED FILTER
PROPANE FEED HEATER
PROPANE FEED PUMP
PROPANE RECYCLE PUMP
PROPANE WASH COLUMN
PROPANE WASH WASTE WATER DEGASSING DRUM
PROPANE WASH WASTE WATER DEGASSING DRUM PUMP
PROPANE WASH WASTE WATER DISPOSAL FILTER
PROPANE WASH WASTE WATER PUMP
PROPANE WASH WASTE WATER TANK
"Proprietary Fireproofing 2.0hr rating, 38mm thk 						"
"Proprietary Fireproofing 2.5hr rating, 33mm thk 						"
"Proprietary Fireproofing 2.5hr rating, 38mm thk 						"
Proprietary Fireproofing 29mm cover
Proprietary Fireproofing 37mm cover
PROPYLENE PIG LAUNCHER
PROPYLENE REFRIGERANT COMPRESSOR
PROPYLENE REFRIGERANT COMPRESSOR MMS
PROPYLENE REFRIGERANT COMPRESSOR PLC
PROPYLENE REFRIGERANT CONDENSER
PROPYLENE TRIM CONDENSER
PROPYLENE-PROPANE SPLITTER
PROPYLENE-PROPANE SPLITTER  REBOILER/CONDENSER
PROPYLENE-PROPANE SPLITTER PRODUCT PUMP
PROPYLENE-PROPANE SPLITTER REFLUX PUMPS
Provided By Siemens
"PS10 Shoe, WT4X6.5 X 18"" LG A36"
"PS10 Shoe, WT4X6.5 X 18"" LG W/2 End Plates A36"
PS101-4-12-4-1-1
PS101-4-12-4-2-1
PS102-4-12-4-2-1
PS105-4-12-4-2-1
"PS10S Shoe, WT4X6.5 X 12"" LG A36"
"PS10S Shoe, WT4X6.5 X 12"" LG W/2 End Plates A36"
"PS10S Shoe, WT4X6.5 X 18"" LG A36"
PS112-4-12-4-2-1
"PS12 Shoe, 2.2 sq ft Plate x 3/8"" THK A36"
"PS20 Shoe, WT6x8 X 457 LG A36"
"PS20 Shoe, WT6x8 X 457 LG W/2 End Plates A36"
"PS22 Shoe, 5 sq ft Plate x 3/8"" THK A36"
"PS22 Shoe, 6 sq ft Plate x 3/8"" THK A36"
"PS22 Shoe, 6.8 sq ft Plate x 3/8"" THK A36"
"PS22 Shoe, 8.3 sq ft Plate x 3/8"" THK A36"
"PS22L Shoe, 7.8 sq ft Plate x 3/8"" THK A36"
PS300-1-4-18
"PS31 Shoe, 1 sq ft Plate 3/8"" THK A387 Gr11"
"PS31 Shoe, 2.5 sq ft Plate 3/8"" THK A387 Gr11"
"PS31 Shoe, 3 sq ft Plate 3/8"" THK A387 Gr11"
"PS31S Shoe, 1 sq ft Plate 3/8"" THK A387 Gr11"
"PS32 Shoe, 1 sq ft Plate 3/8"" THK A387 Gr11"
"PS32 Shoe, 2.5 sq ft Plate 3/8"" THK A387 Gr11"
"PS32 Shoe, 3 sq ft Plate 3/8"" THK A387 Gr11"
"PS32L Shoe, 3.25 sq ft Plate 3/8"" THK A387 Gr11"
"PS34 Shoe, 2.8 sq ft Plate x 3/8"" THK A387 Gr 11"
"PS41 Shoe, WT4X6.5 X 18"" LG A240 Gr 304"
"PS41 Shoe, WT4X6.5 X 18"" LG W/2 End Plates A240 Gr 304"
"PS41S Shoe, WT4X6.5 X 12"" LG A240 Gr 304"
"PS41S Shoe, WT4X6.5 X 12"" LG W/2 End Plates A240 Gr 304"
PSA ADSORBER
PSD ANALOG JB
PSD DIGITAL JB
PS-SPECIAL
PSV
PSV LINE
PSV RELIEF VALVE
PSV VENT
PT
PT - Pressure Transmitter FF
"PT W/ 1"" T-BLIND"
PUBLIC ANNOUNCEMENT SYSTEM (PAS) OMNI DIRECTIONAL SIREN
PUBLIC ANNOUNCEMENT SYSTEM (PAS) OMNI DIRECTIONAL SIREN JB
Pullbox unknown 1x unknown Pull Box 150.000x300.000x600.000
Pullbox unknown 1x unknown Pull Box 1950.000x1950.000x1500.000
PULSE COMPRESSOR STATION
PUMP
PUMP DISCHARGE
PUMP SKID DRAIN
PUMP SUCTION
PUMP TRIM
PURGE CONNECTION
PURGE GAS HEATER
"PVC DWV 1/16 BEND, HUB ENDS, D1784 CELL CLASS 12454, CSA B181.2"
"PVC DWV 1/4 BEND, HUB ENDS, D1784 CELL CLASS 12454, CSA B181.2"
"PVC DWV 1/8 BEND, HUB ENDS, D1784 CELL CLASS 12454, CSA B181.2"
"PVC DWV CONC REDUCER, HUB ENDS, D1784 CELL CLASS 12454, CSA B181.2"
PVC DWV PIPE
"PVC DWV PIPE COUPLING, HUB ENDS, D1784 CELL CLASS 12454, CSA B181.2"
"PVC DWV PIPE,D1784 CELL CLASS 12454, CSA B181.2"
"PVC DWV REDUCING SANITARY TEE, HUB ENDS, D1784 CELL CLASS 12454, CSA B181.2"
"PVC DWV REDUCING WYE, HUB ENDS, D1784 CELL CLASS 12454, CSA B181.2"
"PVC DWV SANITARY TEE, HUB ENDS, D1784 CELL CLASS 12454, CSA B181.2"
"PVC DWV WYE, HUB ENDS, D1784 CELL CLASS 12454, CSA B181.2"
PVC PIPE FULL COUPLING
PVRV
PVSV
PVSV Nozzle
PW GAS INLET
PW GAS OUTLET
PW OUTLET
PW/GLYCOL EXCHANGER
QD
QUENCH WATER FILTER
QUENCH WATER PUMP
QUENCH WATER SAFETY BUFFER
"QUICK COUPLING, FNPT, FOR NITROGEN UTILITY STATION (SP NO: 612SP-90202)"
RA10
Radiant box
Radiant Coil
RADIANT GAS FIRED HEATER
RADIANT GAS HEATER
"Radius  3.31 in, Pipe Strap 2.00 in X 0.25 in, Flat Bar"
"Radius  4.315 in, Pipe Strap 2.00 in X 0.25 in, Flat Bar"
"Radius 12in, Pipe Strap 3 7/8 in X 0 1/4 in, Flat Bar"
RATE OF RISE HEAT DETECTOR
RAW WATER EXCHANGERS
RAW WATER FERRIC CHLORIDE DOSING PACKAGE
RAW WATER SODIUM HYPOCHLORITE DOSING PACKAGE
RAW WATER SUMP TANK
RD21
"RE10A Shim Plate, 3""X3"" A36"
"RE10B Shim Plate, 3""X6"" A36"
"RE11A Shim Plate, 3""X3""X 1/8"" THK Stainless Steel"
RE12
RE99 Place Holder
REABS. METHANOL / LEAN METHANOL HEAT EXCHANGER
REABSORBER
REABSORBER CIRCUIT PUMP 1
REABSORBER CIRCUIT PUMP 2
REACTION AREA
REACTOR EFFLUENT AREA
REACTOR EFFLUENT COMPRESSOR AIR FREEING EJECTOR
REACTOR EFFLUENT COMPRESSOR DISCHARGE COOLER
REACTOR EFFLUENT COMPRESSOR DISCHARGE DRUM
REACTOR EFFLUENT COMPRESSOR GLAND CONDENSATE TANK
REACTOR EFFLUENT COMPRESSOR GLAND STEAM CONDENSER
REACTOR EFFLUENT COMPRESSOR GLAND STEAM CONDENSER EJECTOR
REACTOR EFFLUENT COMPRESSOR INTERSTAGE COOLER
REACTOR EFFLUENT COMPRESSOR INTERSTAGE DRUM
REACTOR EFFLUENT COMPRESSOR STAGE 1
REACTOR EFFLUENT COMPRESSOR STAGE 2
REACTOR EFFLUENT COMPRESSOR STEAM CONDENSER
REACTOR EFFLUENT COMPRESSOR SUCTION DRUM
REACTOR EFFLUENT COMPRESSOR SUCTION DRUM PUMP
REACTOR EFFLUENT COMPRESSOR TURBINE
REACTOR EFFLUENT COOLER
REACTOR EFFLUENT DRIER
REACTOR EFFLUENT FILTER
REACTOR EFFLUENT REGENERANT KNOCKOUT DRUM
REACTOR EFLT CMPRSR ISOLATION/ESD LOCAL
REACTOR NO. 1
REACTOR NO. 2
REACTOR NO. 2 SURGE POT HEATER
REACTOR NO. 3
REACTOR NO. 4
REBOILER  PLATFORM
REC LUBE OIL RUNDOWN TANK- VENDOR SCOPE
RECEPTACLE JB
RECEPTACLE JB#1
Recompressor
RECOVERED SOLVENT OUTLET
Recovered Solvent Pump
Rect Flat Flange
Rectangular Smooth Radius Elbow with one vane
RECTIFIER COMMONING PANEL
Red Coupling B16.11 A105N SW CL 3000 - -
Red Coupling B16.11 A105N SW CL 6000 - -
Red Coupling B16.11 A350 Gr LF2 Cl 1 SW CL 3000 - -
Red Coupling B16.11 A350 Gr LF2 Cl 1 SW CL 3000 NACE MR0103 -
Red Coupling B16.11 A350 Gr LF2 Cl 1 SW CL 6000 - -
Red Coupling B16.11 A350 Gr LF2 Cl 1 SW CL 6000 NACE MR0103 -
"RED LATERAL 45 DEG, API 5L-BM-PSL2, SAW, W/ 6.4MM CCO, XS, CL150, B16.5/B16.47A"
"RED LATERAL 45 DEG, API 5L-PSL2, W/ 6.4MM CCO, SCH 30 X XS, CL300, B16.5/B16.47A"
"RED LATERAL 45 DEG, API 5L-PSL2, W/ 6.4MM CCO, XS, CL300, B16.5"
"Red Te, ASME B16.11, ASTM A105 Normalized Galvanized as per ASTM A123, 3000 Lbs, NPTF Ends, -,"
"Red Te, ASME B16.11, ASTM A105N, 3000 Lbs, SW Ends, -,"
"Red Te, Seamless, ASME B16.9, ASME SA234 Gr.WP22 Cl.1, BW Ends, -,-,"
"Red Te, Seamless, ASME B16.9, ASME SA420 Gr.WPL6, BW Ends, -,-,"
"Red Te, Seamless, ASME B16.9, ASTM A182 Gr.F304H, BW Ends, -,304/304H Dual Certified,"
"Red Te, Seamless, ASME B16.9, ASTM A234 Gr.WP22 Cl.1, BW Ends, -,-,"
"Red Te, Seamless, ASME B16.9, ASTM A234 Gr.WPB, BW Ends, -,-,"
"Red Te, Seamless, ASME B16.9, ASTM A403 Gr.WP304H, BW Ends, -,-,"
"Red Te, Welded + 100% RT, ASME B16.9, ASTM A403 Gr.WP304/304L, BW Ends, -,-,"
"Red Te, Welded, ASME B16.9, ASTM A234 Gr.WP11 Cl.1, BW Ends, -,-,"
Red Tee B16.11 A105 FNPT CL 3000 zinc-coated A153 -
Red Tee B16.11 A105N FNPT CL 3000 zinc-coated A153 -
Red Tee B16.11 A105N SW CL 3000 - -
Red Tee B16.11 A105N SW CL 3000 NACE MR0103 -
Red Tee B16.11 A105N SW CL 6000 - -
Red Tee B16.11 A105N SW CL 6000 NACE MR0103 -
Red Tee B16.11 A105N SW CL 9000 - -
Red Tee B16.11 A182 Gr F22 CL 3 SW CL 6000 - -
Red Tee B16.11 A182 Gr F304/304L Dual SW CL 3000 - -
Red Tee B16.11 A182 Gr F304/304L Dual SW CL 3000 NACE MR0103 -
Red Tee B16.11 A182 Gr F316/316L Dual SW CL 3000 NACE MR0103 -
Red Tee B16.11 A182 Gr F321/321H SW CL 6000 NACE MR0103 -
Red Tee B16.11 A350 Gr LF2 Cl 1 SW CL 3000 - -
Red Tee B16.11 A350 Gr LF2 Cl 1 SW CL 3000 NACE MR0103 -
Red Tee B16.11 A350 Gr LF2 Cl 1 SW CL 6000 - -
Red Tee B16.11 A350 Gr LF2 Cl 1 SW CL 6000 NACE MR0103 -
Red Tee B16.11 SA105 SW CL 6000 - -
Red Tee B16.9 A234 Gr WP22-S CL. 3 BE - - Sch 80 x Sch 80
Red Tee B16.9 A234 Gr WPB-S BE - - Sch 120 x Sch 120
Red Tee B16.9 A234 Gr WPB-S BE - - Sch 120 x Sch 160
Red Tee B16.9 A234 Gr WPB-S BE - - Sch 40 x Sch 40
Red Tee B16.9 A234 Gr WPB-S BE - - Sch 40 x Sch XS
Red Tee B16.9 A234 Gr WPB-S BE - - Sch STD x Sch STD
Red Tee B16.9 A234 Gr WPB-S BE - - Sch STD x Sch XS
Red Tee B16.9 A234 Gr WPB-S BE - - Sch XS x Sch STD
Red Tee B16.9 A234 Gr WPB-S BE - - Sch XS x Sch XS
Red Tee B16.9 A234 Gr WPB-S BE - NACE MR0103 Sch 120 x Sch 160
Red Tee B16.9 A234 Gr WPB-S BE - NACE MR0103 Sch 160 x Sch 160
Red Tee B16.9 A234 Gr WPB-S BE - NACE MR0103 Sch STD x Sch STD
Red Tee B16.9 A234 Gr WPB-S BE - NACE MR0103 Sch XS x Sch XS
Red Tee B16.9 A234 Gr WPB-W BE - - Sch STD x Sch STD
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - - Sch 10S x Sch 10S
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - - Sch 160 x Sch 160
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - - Sch 40S x Sch 40S
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - - Sch 60 x Sch 60
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - - Sch 60 x Sch 80S
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - - Sch 80S x Sch 40S
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - - Sch 80S x Sch 80S
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - - Sch XS x Sch 40S
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - - Sch XS x Sch STD
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - NACE MR0103 Sch 40S x Sch 40S
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - NACE MR0103 Sch 60 x Sch 60
Red Tee B16.9 A403 WP 304/304L -WX Dual BE - NACE MR0103 Sch 60 x Sch 80S
Red Tee B16.9 A403 WP 304/304L-S Dual BE - - Sch 100 x Sch 80S
Red Tee B16.9 A403 WP 304/304L-S Dual BE - - Sch 160 x Sch 160
Red Tee B16.9 A403 WP 304/304L-S Dual BE - NACE MR0103 Sch 100 x Sch 100
Red Tee B16.9 A403 WP 304/304L-S Dual BE - NACE MR0103 Sch 80S x Sch 80S
Red Tee B16.9 A403 WP316/316L -WX Dual BE - NACE MR0103 Sch 10S x Sch 10S
Red Tee B16.9 A403 WP316/316L -WX Dual BE - NACE MR0103 Sch 40S x Sch 40S
Red Tee B16.9 A403 WP316/316L -WX Dual BE - NACE MR0103 Sch STD x Sch 40S
Red Tee B16.9 A403 WP321/321H-S BE - NACE MR0103 Sch 120 x Sch 120
Red Tee B16.9 A420 Gr WPL 6-S BE - - Sch 120 x Sch 120
Red Tee B16.9 A420 Gr WPL 6-S BE - - Sch 40 x Sch 40
Red Tee B16.9 A420 Gr WPL 6-S BE - - Sch 40 x Sch XS
Red Tee B16.9 A420 Gr WPL 6-S BE - - Sch 80 x Sch 80
Red Tee B16.9 A420 Gr WPL 6-S BE - - Sch 80 x Sch XS
Red Tee B16.9 A420 Gr WPL 6-S BE - - Sch STD x Sch STD
